,ID,mol_distribution,monomers,sequence
438828,000000000017030_00001,[0.47707442 0.25402269 0.17107873 0.09782417],['Tma' 'Mo' 'Bmam' 'Tmb'],BmamTmaBmamTmaBmamMoMoTmbTmaMoBmamTmaTmaMoMoTmaMoTmaMoTmaBmamBmamTmbTmaTmaTmaBmamMoTmaMoTmaBmamTmaTmaTmaMoMoTmaTmbBmamTmaTmaTmaMoTmaTmaTmaTmaTmbBmamTmbBmamBmamMoMoMoTmaMoMoTmaTmaTmaTmbMoTmaTmaTmaTmaTmbTma
439717,000000000128268_00001,[0.10946274 0.80141119 0.04797626 0.04114981],['Tma' 'Mo' 'Bmam' 'Tmb'],MoMoMoMoMoMoMoMoMoMoMoMoTmbMoMoMoTmaMoTmaMoMoMoMoMoMoMoMoMoMoMoMoTmaMoBmamMoMoMoBmamMoMoTmaMoMoMoMoMoMoTmaTmbMoMoTmaMoMoMoMoBmamMoTmaMoMoMoTmaMoTmbMoMoMoMoMo
440703,000000000151473_00001,[0.425826   0.37411274 0.05599039 0.14407086],['Tma' 'Mo' 'Bmam' 'Tmb'],MoTmbMoBmamBmamTmaTmaTmaTmaTmaTmaTmbMoTmaMoMoMoTmbTmaTmaMoTmbMoMoTmaMoMoTmaMoTmaBmamTmbTmaTmaTmaTmaMoMoTmaMoTmaTmbMoTmaTmaTmaTmbMoTmbMoTmaMoMoTmbMoMoTmaTmbMoMoTmaMoTmaTmaMoTmaBmamTmaTmaTma
443013,000000001299673_00001,[0.47097117 0.37615943 0.0562967  0.09657269],['Tma' 'Mo' 'Bmam' 'Tmb'],MoTmaBmamMoTmaMoTmbTmaTmaTmaTmaBmamBmamTmaMoMoMoMoTmbTmaMoTmaBmamTmbTmaTmbTmaMoTmaMoTmaMoMoTmbTmaTmaTmaMoTmaTmaMoMoTmbTmaTmbTmaMoMoTmaTmaMoTmaTmaMoMoMoMoTmaTmaTmaMoTmaMoTmaTmaTmaMoMoTmaTma
446305,000000002508600_00001,[0.27928894 0.52579601 0.10492211 0.08999293],['Tma' 'Mo' 'Bmam' 'Tmb'],BmamTmaMoMoMoTmaMoTmaMoMoBmamTmaTmbMoMoTmaMoMoTmaBmamBmamTmbTmaBmamMoMoMoTmaTmaTmbMoMoMoTmbTmbMoTmbTmaTmaMoMoMoMoMoMoTmaMoMoTmaMoTmaMoTmaMoMoTmaMoTmaMoTmaMoTmaMoBmamBmamTmaMoMoMoMo
446427,000000002512439_00001,[0.48097714 0.25610073 0.1149855  0.14793663],['Tma' 'Mo' 'Bmam' 'Tmb'],MoTmaTmaMoTmaTmaMoMoTmaTmaTmaTmbTmbTmbBmamBmamTmaBmamMoTmaMoMoTmaTmbTmaBmamTmaTmaTmaTmaTmaTmaBmamTmbMoMoTmbTmaTmbTmaMoTmbMoTmbTmaTmbMoTmaTmaMoMoBmamBmamTmaMoTmaTmaBmamTmaTmaTmaMoTmaTmaTmaTmaTmaMoTmaMo
446705,000000003615989_00001,[0.33383264 0.30551173 0.21947251 0.14118312],['Tma' 'Mo' 'Bmam' 'Tmb'],TmaTmaMoTmbMoBmamTmaTmaBmamMoTmaMoTmaTmaTmbMoBmamMoMoMoBmamMoBmamTmaTmbMoBmamTmbTmaMoTmaMoBmamBmamMoBmamTmaTmaTmaMoTmaBmamTmaTmbTmaBmamTmbTmbMoMoTmbMoBmamTmaMoBmamBmamTmaTmaMoTmaMoBmamMoTmaMoTmaTmbTmbTma
458571,000000003609031_00001,[0.15076235 0.55188932 0.29734832],['Tma' 'Mo' 'Bmam'],TmaMoBmamMoMoTmaMoMoBmamMoBmamBmamMoMoMoMoTmaBmamMoMoTmaBmamMoBmamMoTmaBmamBmamMoBmamMoBmamBmamBmamBmamMoMoTmaMoMoMoMoBmamTmaBmamMoBmamMoTmaBmamMoMoBmamMoMoMoMoMoMoMoMoBmamMoMoTmaMoMoMoTmaBmam
479623,000000001092701_00001,[0.16456473 0.42169056 0.2131402  0.20060451],['Tma' 'Mo' 'Do' 'Bam'],TmaBamMoMoBamDoBamMoMoMoDoTmaMoBamTmaTmaMoBamBamBamMoTmaMoDoMoMoMoMoTmaDoTmaBamBamDoTmaMoDoDoBamMoBamMoDoMoMoDoBamDoMoMoDoBamDoTmaMoMoMoMoMoDoMoMoTmaMoDoMoBamDoTmaTma
484937,000000006017177_00001,[0.10927875 0.80006416 0.03145226 0.05920483],['Tma' 'Mo' 'Do' 'Bam'],MoDoMoMoMoMoTmaMoMoMoMoMoMoMoMoMoTmaMoMoMoMoMoMoMoBamMoMoMoTmaMoMoMoMoMoTmaMoMoDoMoMoMoTmaMoMoMoTmaMoMoMoMoMoMoMoMoMoMoBamBamMoMoMoBamMoTmaMoMoTmaMoMoMo
490491,000000000120008_00001,[0.36950845 0.54105754 0.03545024 0.05398377],['Tma' 'Mo' 'Do' 'Bmam'],MoBmamMoTmaMoMoMoTmaMoMoMoTmaMoTmaDoMoMoMoMoMoMoMoDoMoTmaMoMoMoTmaTmaTmaMoTmaMoMoTmaMoTmaMoMoTmaTmaTmaBmamTmaBmamTmaMoTmaTmaTmaTmaMoTmaMoMoMoMoMoMoTmaMoMoMoTmaBmamTmaMoTmaTma
531971,000000002032405_00001,[0.55321029 0.33751889 0.0796116  0.02965922],['Tma' 'Mo' 'Do' 'Olam'],TmaTmaTmaMoMoTmaMoDoTmaTmaTmaDoMoDoTmaTmaTmaMoTmaMoTmaDoTmaTmaMoDoMoTmaTmaTmaTmaTmaTmaMoMoMoTmaMoTmaMoOlamTmaTmaTmaMoTmaTmaTmaTmaMoMoTmaTmaTmaTmaMoTmaMoMoMoTmaTmaMoMoMoMoTmaOlamTmaTma
542828,000000002380053_00001,[0.44060884 0.3225836  0.03804438 0.19876317],['Tma' 'Mo' 'Do' 'Tmb'],TmbTmbTmbTmaMoTmaMoMoTmaTmaTmaDoMoTmbTmaMoTmaDoMoTmbTmbTmbMoMoTmaTmaTmbDoTmaMoTmaTmaTmaTmbTmaMoTmaTmaTmaTmaMoMoMoTmbTmaMoTmaTmaTmaMoTmaTmaTmaTmbMoMoMoTmaMoMoMoTmaMoTmaTmaTmbTmaTmaTmbTmb
550252,000000001873995_00001,[0.3282788  0.6008581  0.07086311],['Tma' 'Mo' 'Do'],MoMoMoTmaMoTmaMoMoTmaMoMoTmaMoTmaMoMoMoMoDoMoTmaMoTmaTmaTmaTmaMoMoTmaMoMoMoMoMoDoDoMoTmaTmaTmaTmaMoMoTmaMoMoMoMoMoDoMoMoTmaMoMoMoMoTmaMoTmaTmaMoMoMoTmaMoTmaMoDoTma
571391,000000001087311_00001,[0.56398032 0.06352427 0.18789749 0.07051204 0.11408588],['Tma' 'Mo' 'Mep' 'Bam' 'Bmam'],BmamBmamMepTmaMepMepTmaTmaTmaMepTmaTmaTmaTmaTmaTmaBamMoBmamMepTmaTmaTmaBmamMepMepBmamBmamMepTmaTmaTmaBamTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaBamMepTmaBmamMepMepMoTmaBamTmaTmaMoBmamBamTmaTmaTmaTmaMepTmaTmaTma
580033,000000003513549_00001,[0.46161119 0.12289458 0.18175402 0.06820659 0.16553362],['Tma' 'Mo' 'Mep' 'Bam' 'Bmam'],TmaBmamBmamMoTmaMoTmaTmaMoTmaMepTmaMepMepTmaTmaMepTmaMoBamTmaMepTmaBamBmamTmaTmaBamTmaTmaBmamBmamTmaMoBmamMepTmaTmaMoMepTmaTmaMepMoTmaTmaBmamBmamMoBamMepTmaMepMepMoTmaTmaBmamMepMepTmaBmamBamTmaTmaTmaTmaTmaBmamTma
589502,000000006611542_00001,[0.10883668 0.58434021 0.1047522  0.05896532 0.14310559],['Tma' 'Mo' 'Mep' 'Bam' 'Bmam'],TmaMoMepBmamMoMoMoMepTmaMoMoBmamMoMoMoBmamMoMoMoMoBmamBmamMoMoMoBmamMepTmaMepMoMoMoMoMepMoMoMoBmamMoTmaMoMoBmamMoMoBamMoMoMoMoMepMoTmaMoBamBmamTmaMoMoBmamTmaMepMoMoMoBamMoMoTmaBam
605973,000000006423738_00001,[0.07769408 0.17064685 0.33650253 0.2525577  0.0876215  0.07497733],['Tma' 'Mo' 'Mep' 'Bam' 'Oct' 'Olam'],TmaMepMepOctMepTmaMepBamMoMepMoBamBamMoOlamMoMepMepMoMepBamMoTmaMepMepOctMepMepMepMepBamOlamMepTmaBamMepBamOctMepBamMoMoOctOctBamMepBamMepOctOlamBamMepBamTmaMoMepBamMoMepBamMepBamOlamMepBamMoBamBamMoOlam
606476,000000006424944_00001,[0.07639687 0.16779765 0.49632619 0.12417044 0.08615853 0.04915032],['Tma' 'Mo' 'Mep' 'Bam' 'Oct' 'Olam'],TmaMoMepMoBamMoOctTmaTmaMoOctMepMepBamMoMepMepMepOctMoMepMepMepMepMepMepMoMepMepMepMepMepMepTmaOctMepMepBamMepOlamMoMepOctMepMepMepOlamBamMepBamMepTmaOctMepMoBamBamOlamMepMepMoMepBamMoMepMepMoMepBamMep
608136,000000006438598_00001,[0.22018102 0.06448058 0.38145231 0.07157355 0.14898888 0.11332367],['Tma' 'Mo' 'Mep' 'Bam' 'Oct' 'Olam'],TmaMepMepTmaMepTmaBamMepMepOlamOctOlamOlamTmaOctMepMepMepOlamMoTmaBamMepTmaMepMepMepMepMepMepMepMepTmaOctMepBamBamOctMepOctTmaTmaOctTmaMepOctTmaOlamOlamOctMepOlamMepMoTmaMepTmaMoMepMoMepMepMoOctTmaBamTmaMepOctOlam
619124,000000000392086_00001,[0.10645957 0.57157761 0.05123215 0.23070983 0.04002084],['Tma' 'Mo' 'Mep' 'Bam' 'Oct'],TmaMoOctTmaMoTmaMoTmaMoMoMoBamMoBamBamBamMoMoBamMoMoOctMepMoTmaMoMepMoTmaMoMoBamBamMoMoMoMoMoBamBamMoMoBamMoBamMoMoMoMoMepMoOctMoMoMoMoMoMoBamMoMoBamBamBamBamMoMoMepMoTma
2275,000000003225224_00001,[0.15062537 0.12121374 0.55138787 0.05436473 0.12240828],['Tma' 'Aeg' 'Mo' 'Mep' 'Bam'],TmaBamMoMoMoMoMepAegMoBamMoTmaMoBamMoMoMoMoAegMoMoMoBamBamMoAegBamMoMoTmaMoMoMoMoMoMoBamMoMoMoAegMoMepTmaMepAegAegTmaTmaTmaMepMoMoMoMoTmaMoMoAegMoTmaBamMoMoTmaBamMoAegMoMo
2927,000000003232273_00001,[0.61250504 0.04694335 0.06406203 0.06316271 0.21332687],['Tma' 'Aeg' 'Mo' 'Mep' 'Bam'],BamTmaMoMoTmaTmaTmaTmaBamTmaTmaMepTmaTmaTmaBamMoTmaBamTmaTmaTmaTmaTmaTmaTmaAegBamBamTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaBamBamBamAegBamTmaTmaTmaBamMepTmaTmaTmaTmaTmaBamMoTmaTmaBamAegTmaTmaMepMoTmaBamBamTma
4312,000000003327427_00001,[0.3296725  0.17686634 0.18102271 0.17848146 0.13395699],['Tma' 'Aeg' 'Mo' 'Mep' 'Bam'],TmaTmaMepMepAegAegMoTmaAegBamAegMoTmaTmaTmaMepTmaMoTmaTmaTmaMepMoAegTmaBamMepMoAegMepAegMepAegTmaTmaMepMepTmaAegMoTmaMepBamMepTmaBamMoTmaTmaMoBamMoMepTmaBamBamMepAegMoAegTmaTmaBamMoMoMoTmaAegTmaBam
20344,000000004538721_00001,[0.31989818 0.08581125 0.17565564 0.28864957 0.12998536],['Tma' 'Aeg' 'Mo' 'Mep' 'Bam'],TmaTmaMoMepMoMoTmaMepTmaMepTmaAegMepTmaTmaMepMoAegMepMoMepTmaTmaTmaTmaMepMoMepAegMoMepBamAegMepTmaTmaMepTmaTmaMepMoBamTmaMoTmaBamMoMepTmaMepMepBamMoBamTmaMoTmaAegMepBamAegTmaBamBamMepBamTmaTmaMepMep
47375,000000003620159_00001,[0.3888543  0.0927186  0.25305998 0.06237686 0.05681012 0.14618014],['Tma' 'Aeg' 'Mo' 'Mep' 'Bmam' 'Tmb'],TmaMoTmaTmbAegMepMoTmaTmaTmaTmaMoMoTmaBmamTmbMepTmaTmaTmaMoMoAegTmbTmaTmbTmaTmbTmbTmbTmbMoMoTmaTmaBmamTmaTmaMoMepAegMoTmaMoBmamTmaBmamMoMepTmbTmaAegMoMoTmaTmaMoMoMoTmaMoTmaAegAegTmaAegTmaTmaTmaTmb
68112,000000006787239_00001,[0.54326632 0.0971525  0.13258079 0.06535979 0.05952684 0.10211375],['Tma' 'Aeg' 'Mo' 'Mep' 'Bmam' 'Tmb'],TmaTmaTmaTmaTmbMoTmaAegTmbBmamTmaMoTmaTmaTmbMepTmaBmamTmaTmaMoTmaTmaBmamTmbMoMepTmaTmaAegTmbTmaTmaTmaTmaMoAegTmaAegMoTmaTmaAegMoTmaTmaTmaTmaTmaTmaTmaTmaMepMepMepBmamMoTmaTmaTmbAegTmaTmaMoTmaTmaTmbTmaAegTma
71193,000000006940335_00001,[0.15846929 0.12752603 0.40607124 0.11439163 0.1041829  0.0893589 ],['Tma' 'Aeg' 'Mo' 'Mep' 'Bmam' 'Tmb'],TmaBmamBmamTmbMoMoTmbMepMoMoTmaTmbMepTmaTmaMoMoMoTmaMoMoMoMoMoAegMepMoMoTmaMoMoTmaMoTmbBmamAegTmaMoTmaMoMepBmamAegMoMoMoAegMoTmbBmamAegMoAegAegAegMoTmaAegMepMoMepMepTmbMoTmaMepBmamBmamMoMo
81302,000000003278784_00001,[0.4189301  0.04495045 0.18402715 0.24192496 0.11016734],['Tma' 'Aeg' 'Mo' 'Mep' 'Bmam'],TmaMoMoTmaTmaMoAegTmaTmaTmaMepTmaTmaMoMepTmaTmaTmaTmaMepMepAegMepMoTmaTmaBmamMoTmaMepTmaMoTmaTmaBmamMepMepMepBmamTmaBmamBmamTmaMoMepTmaMoMepMoMepTmaTmaTmaBmamAegTmaMepMoMepMepMepTmaTmaBmamTmaMepBmamMoTmaMo
88999,000000003589989_00001,[0.42120357 0.04519439 0.18502584 0.18242839 0.16614781],['Tma' 'Aeg' 'Mo' 'Mep' 'Bmam'],TmaTmaTmaMoMoTmaTmaMoBmamMoBmamTmaBmamTmaMepMepTmaMoMepTmaTmaBmamMoMoBmamAegTmaMoTmaTmaMepTmaAegMepTmaMepTmaMepTmaTmaMoMepTmaTmaTmaBmamMepMepBmamTmaBmamTmaMepTmaTmaTmaBmamMoTmaMoMepAegBmamBmamTmaBmamTmaMoMepMo
92166,000000003931160_00001,[0.42553906 0.09131916 0.18693032 0.18430614 0.11190532],['Tma' 'Aeg' 'Mo' 'Mep' 'Bmam'],TmaBmamAegMoMepBmamTmaTmaMoMepTmaMepMepTmaMoTmaMepTmaMepTmaTmaMepAegAegTmaMepMoMoTmaTmaTmaTmaTmaMoTmaMoMepAegTmaMepBmamMepMoTmaTmaTmaMepMoMepTmaBmamTmaTmaBmamTmaTmaMoBmamBmamMoAegMoAegTmaTmaTmaMoTmaBmamTma
97835,000000004770164_00001,[0.15939087 0.17102355 0.35008521 0.05752844 0.26197194],['Tma' 'Aeg' 'Mo' 'Mep' 'Bmam'],TmaTmaBmamBmamMoBmamAegMoTmaTmaAegMoAegBmamBmamMoMoBmamAegMoBmamMoTmaBmamMoMoMoAegMoMoMepMoTmaBmamAegMoTmaTmaMoBmamAegAegMoBmamBmamBmamMoTmaMoTmaTmaMoMoMoMoMepMoBmamAegAegMoAegBmamBmamMoAegMepBmamMepBmam
101037,000000005136950_00001,[0.27640904 0.04236885 0.52037423 0.05700768 0.1038402 ],['Tma' 'Aeg' 'Mo' 'Mep' 'Bmam'],MoTmaMoTmaBmamMoAegBmamMoTmaBmamMoMoTmaMoMoTmaMoTmaBmamTmaMoTmaMoMoMoMoTmaBmamTmaBmamMepMoMoMoTmaAegMepTmaTmaMoMoMoMoMoTmaMoMoMepMoMoTmaMoTmaMoTmaTmaMoMoMoMoBmamMoMoAegTmaMoMoMepMo
120040,000000006847921_00001,[0.63479424 0.04865163 0.06639326 0.13092243 0.11923843],['Tma' 'Aeg' 'Mo' 'Mep' 'Bmam'],MepTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaMepBmamTmaTmaMepMepTmaMoTmaTmaTmaMepTmaAegTmaAegBmamMoBmamTmaBmamTmaTmaBmamTmaTmaTmaTmaBmamTmaTmaTmaTmaBmamTmaMepMepTmaTmaAegTmaTmaTmaMepTmaTmaTmaBmamTmaMoMepTma
220302,000000005118343_00001,[0.17211698 0.09233922 0.12601226 0.31060815 0.18576807 0.11315533],['Tma' 'Aeg' 'Mo' 'Mep' 'Do' 'Bmam'],TmaTmaTmaDoTmaMepTmaMepDoDoBmamAegDoDoDoBmamTmaMoMoTmaMepDoMepMepMoBmamMepMoTmaMepMoAegMepMepBmamMepMepDoMepMoMepTmaBmamMepDoMepMepMepDoBmamMepTmaAegBmamMoDoTmaAegTmaMepMepMoMepDoBmamMoAegAegDoMep
230360,000000006149949_00001,[0.1291697  0.13859678 0.25218455 0.12432216 0.18588603 0.16984078],['Tma' 'Aeg' 'Mo' 'Mep' 'Do' 'Bmam'],TmaBmamDoBmamMoAegBmamMoMepMoMoMoDoMoBmamMoMepDoTmaMepAegDoMoDoMoMoBmamDoDoMoMepBmamTmaAegAegBmamMoAegBmamBmamMoAegTmaMoMepDoAegMepBmamDoDoAegTmaAegMepDoBmamMoDoMepTmaTmaDoAegTmaTmaBmamMoMoMep
264515,000000006195045_00001,"[0.1296982  0.04638795 0.37982455 0.06241541 0.18664659 0.09751365
 0.09751365]",['Tma' 'Aeg' 'Mo' 'Mep' 'Do' 'Oct' 'Tmb'],TmaMepMoOctAegDoOctMoTmaAegDoMoDoTmaDoMoOctOctTmaMoTmbMoDoMoMoDoMoMoMoTmaMoMoMoTmbDoOctDoDoMoMepMoTmbTmbMoMepMoMoMoMoTmaTmaDoMoMoDoTmaDoOctAegOctMoTmaTmbMoMepTmbTmbMoMoDo
320487,000000006323152_00001,"[0.17026339 0.04567239 0.18698278 0.43016835 0.03675349 0.08215487
 0.04800473]",['Tma' 'Aeg' 'Mo' 'Mep' 'Do' 'Olam' 'Tmb'],TmaMepMoMepMepOlamDoOlamMepMepTmaTmaTmaMepMoTmaTmaMepTmbAegAegMepMoMepOlamMoTmaMepMepMoDoTmaTmbAegMepTmbMoMepMepMepMoTmaOlamTmaMepMoMepMoMepMepMepMoOlamTmaMepMepMepMoMepMoMepMepDoMepMoTmaMepMepOlamMep
324864,000000006343651_00001,"[0.22214921 0.14301728 0.13011394 0.32071842 0.07672592 0.05716833
 0.05010689]",['Tma' 'Aeg' 'Mo' 'Mep' 'Do' 'Olam' 'Tmb'],TmaMoAegAegMoMepMoMoMepMepAegMepOlamTmbAegDoMoTmaDoMepAegTmaTmaMepMepMepMepMepMoTmaTmaDoAegTmaTmaMepAegTmaOlamMepAegTmaMoMepOlamDoMoTmaMepMepMepTmaAegMepTmbMoTmbAegMepTmaDoMepTmaMepMepTmaMepTmbOlamTma
325922,000000006351230_00001,"[0.2970891  0.21251419 0.07250276 0.07148495 0.17101445 0.06371127
 0.11168329]",['Tma' 'Aeg' 'Mo' 'Mep' 'Do' 'Olam' 'Tmb'],TmaAegTmbOlamMoDoMoMepAegTmaTmaTmaDoTmaTmaMoDoTmbTmbTmaMoTmaAegTmaTmaAegTmbAegTmaTmaTmbTmaTmaOlamAegAegDoAegAegTmaDoDoAegDoMepTmbOlamDoDoOlamTmbAegAegAegDoMepMepTmaTmaAegMoTmaTmaDoTmaTmbTmaMepAegDo
333847,000000004143836_00001,[0.21885049 0.04696453 0.3845456  0.18957362 0.07558661 0.08447915],['Tma' 'Aeg' 'Mo' 'Mep' 'Do' 'Olam'],TmaTmaMoTmaOlamMoMoMepTmaMepMoMoDoMepMoTmaTmaDoOlamMoMoMoAegMoDoMoMepTmaTmaMepAegOlamMepMoTmaMoTmaOlamOlamMoMoMepAegMepMoMoTmaMoMepMepTmaDoMoMoOlamMoMoMepMoMoDoTmaMepTmaMoTmaTmaMoMoMep
360071,000000006350718_00001,[0.33760279 0.04528022 0.37075444 0.18277484 0.0364379  0.02714981],['Tma' 'Aeg' 'Mo' 'Mep' 'Do' 'Olam'],TmaMepMoMoMepTmaMoTmaMoMoAegTmaMoMoMepMepTmaTmaMoMoTmaMoMoAegMoMepMepMoMoTmaMoMoTmaMoTmaMoMepTmaTmaTmaTmaTmaMoDoTmaMepMepTmaMoOlamAegMoTmaMepMoTmaMoMoTmaTmaMepMepMepMoMoTmaOlamTmaTmaDo
393556,000000006404732_00001,[0.2465022  0.08816415 0.24062936 0.29656417 0.03547373 0.09266639],['Tma' 'Aeg' 'Mo' 'Mep' 'Do' 'Tmb'],TmaTmaMoMoDoTmaMepTmbMepMepTmaMoTmaMepDoMoTmbAegAegMoTmbTmaTmaTmaTmaMoMoMepTmbMepTmaTmaMepMoMoMoTmaTmbTmaMepMepMepAegMepTmbAegMepTmbMepMoMepMepMoMepMepMepMepAegAegMoMoMoMoMepTmaTmaTmaMoMepTma
438973,000000004466143_00001,"[0.26555245 0.04070472 0.38883862 0.05476857 0.13859604 0.06165878
 0.04988082]",['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bam' 'Bmam'],MoTmaMoMoTmaTmaMoTmaTmaMepMoTmaAegMoTmaMoNiMoNiMoNiTmaMoTmaTmaBamTmaTmaNiMoTmaNiMoBamBamMoNiTmaBmamMoMoTmaMoBmamMoMepNiMoNiMepMoMoMoNiTmaMoMepAegMoBamAegTmaTmaMoNiMoMoTmaMoBmam
475950,000000003232130_00001,[0.55696076 0.04596992 0.12546723 0.12370589 0.07826179 0.06963441],['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bam'],MoMepNiTmaTmaTmaMoBamTmaMepTmaTmaTmaMepBamTmaMoNiTmaTmaTmaNiMepMoMoMoTmaMoMoTmaTmaTmaMepMepTmaTmaAegNiTmaMepTmaBamTmaTmaMepTmaTmaBamTmaTmaBamTmaTmaTmaAegMoTmaNiTmaAegTmaTmaTmaTmaTmaTmaMepTmaTmaTma
477485,000000003703730_00001,[0.14223896 0.03815496 0.20827524 0.30802712 0.12991435 0.17338938],['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bam'],TmaTmaMepMepMepNiBamMepMepMoNiMoBamMoMepBamMoMepMoMepMepAegBamBamMepBamNiTmaMepMoBamTmaMepNiBamNiBamAegMoNiMoTmaMoTmaNiBamBamMepMepMepMepMepNiMepMoMoMoAegMepNiMoMoMoMepTmaMepTmaTmaTmaBam
484248,000000004028642_00001,[0.17696565 0.07595239 0.15547455 0.15329195 0.32326413 0.11505133],['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bam'],TmaTmaMoNiBamAegTmaMoMoTmaMoAegBamBamNiMepNiMepNiTmaTmaMepTmaMepMoMepNiNiNiMepNiBamAegBamTmaMoBamNiMepMoNiNiNiNiTmaNiNiTmaTmaNiMoMepNiNiTmaMoMoBamMepBamMepMepAegNiNiMoAegNiNiNi
501198,000000004465241_00001,[0.22152092 0.07922933 0.27030406 0.10660378 0.20232674 0.12001517],['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bam'],TmaAegMoTmaMoMoTmaTmaMoTmaMepBamBamBamTmaNiMoAegMepTmaNiAegNiMoMepNiAegTmaMoMoBamTmaMepBamMepMoNiMoBamMepMoMoMepNiNiTmaTmaNiMoMoTmaNiNiTmaMoTmaNiNiMoMoAegTmaBamMoMoNiTmaNiBamAeg
516716,000000004896840_00001,"[0.27297648 0.08368539 0.11420267 0.16889919 0.21370614 0.10255067
 0.04397946]",['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bmam' 'Tmb'],TmaAegBmamNiTmaTmaMepMoMepMepNiTmaTmaTmaMoTmaMepBmamMoBmamNiAegTmaTmaAegTmaTmaTmaMepTmaMepNiNiMepAegNiMepMepNiTmaTmaNiMepMoBmamTmaTmbMoNiBmamTmbMepNiTmaMoTmaTmbTmaNiMepAegMoNiNiMoBmamAegNiNiBmam
516777,000000004897067_00001,"[0.30624114 0.04107391 0.22420878 0.05526532 0.2797062  0.05033324
 0.04317141]",['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bmam' 'Tmb'],MoNiTmaTmaTmbNiMoTmbAegNiTmaTmaNiTmaMoNiMoTmaNiTmaTmaMoNiMoNiTmaMoMepTmaNiNiAegNiTmaMoMoTmaTmaNiTmaBmamNiTmaNiTmaMoMoTmaMoMoNiTmaNiNiNiNiMepTmaAegTmaBmamTmaMoMepTmbBmamMoMoNiMep
522751,000000003277479_00001,[0.32493088 0.08716125 0.11894606 0.23455253 0.07419413 0.16021515],['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bmam'],TmaTmaMoAegMepAegMepMepBmamMepMoBmamMoMoTmaTmaMoBmamTmaMoTmaTmaTmaBmamTmaMepTmaBmamBmamMepAegAegNiAegBmamMepTmaTmaNiBmamMoTmaMepBmamTmaTmaTmaTmaNiTmaMepBmamMepMepMepMepMepMepMepTmaMoTmaTmaTmaAegBmamTmaNiNiMep
523293,000000003279972_00001,[0.466333   0.09097581 0.24830332 0.06120439 0.07744119 0.05574229],['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bmam'],MoTmaTmaTmaMoMoNiTmaMoTmaBmamAegTmaTmaMoMoTmaTmaTmaMepNiMoMoNiNiTmaAegTmaAegTmaTmaMepTmaNiMoTmaTmaTmaTmaMoBmamBmamAegAegTmaTmaTmaTmaTmaMepTmaMoMoMoAegNiMepMoTmaTmaTmaMoTmaTmaTmaMoMoBmamTmaTma
549720,000000004784195_00001,[0.40001968 0.0429214  0.1171468  0.11550226 0.21921545 0.10519441],['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Bmam'],TmaNiAegTmaTmaMepMepBmamTmaMepTmaTmaMepTmaMoMoNiBmamMoNiTmaTmaMoBmamTmaNiTmaTmaNiTmaTmaTmaNiNiTmaBmamTmaNiTmaNiTmaNiNiMepBmamTmaNiMepTmaMoMepAegTmaTmaTmaNiBmamTmaNiBmamBmamMoAegMoMoTmaTmaTmaNiMep
578610,000000004075723_00001,"[0.07809734 0.12569557 0.40024266 0.16912455 0.07133042 0.06743317
 0.08807628]",['Tma' 'Aeg' 'Mo' 'Mep' 'Ni' 'Do' 'Oct'],TmaMoMepOctNiMoDoOctMepMoOctOctMepDoNiAegAegMepAegTmaMepMoDoMoMoMoMepMoMoAegMoMoAegNiMoAegMoMoTmaMoMoMepDoMoNiMoTmaMoAegTmaDoMoMepOctMepMepMoMoAegMoMoAegMoMepOctMoMepNiMoMo
97700,000000001767155_00001,[0.18006309 0.6757468  0.0362251  0.107965  ],['Aeg' 'Mo' 'Do' 'Olam'],MoAegMoOlamMoMoMoMoMoMoMoOlamMoMoMoMoAegOlamMoMoMoOlamMoMoMoOlamAegMoMoMoMoMoDoMoMoMoAegMoMoMoMoMoAegMoAegMoMoAegMoAegMoAegOlamAegOlamMoMoMoOlamMoAegMoMoDoMoAegMoMoMoAeg
476790,000000001806442_00001,[0.17457908 0.6551662  0.09174712 0.07850761],['Aeg' 'Mo' 'Oct' 'Olam'],MoMoMoMoMoMoMoMoOctMoOlamOctMoMoAegMoMoMoOctMoOctOlamMoMoMoAegMoMoMoAegMoMoMoMoMoMoMoOlamMoMoOlamAegMoMoMoMoMoMoAegAegAegMoMoOlamAegOctMoMoAegAegOlamMoMoOctMoAegMoAegMoMo
