ID,sequence,immunogenic
SID2417,TmaMoMoTmaMoTmaTmaNiNiTmaNiNiNiTmaNiTmaTmaNiTmaTmaTmaNiNiNiNiMoTmaNiTmaMoTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaNiNiNiNiNiTmaNiNiNiMoNiNiTmaNiNiTmaTmaNiNiNiTmaMoNiMoTmaNiNiTmaNiNiTmaTmaTmaNiTmaNiNiNiNiTmaTmaNiTmaTmaTmaTmaMoMoTmaNiNiNiTmaTmaNiNiNiTmaTmaNiNiTmaNiNiTmaTmaTmaTmaNiTmaNiTma,No
SID2418,MoTmaNiTmaNiTmaNiNiTmaTmaTmaNiMoMoTmaMoTmaNiTmaTmaTmaNiNiNiTmaNiMoTmaNiNiNiTmaNiTmaTmaMoNiTmaNiNiNiNiNiNiNiTmaNiNiTmaTmaTmaTmaMoNiMoNiNiNiTmaTmaNiTmaNiNiTmaNiNiTmaTmaTmaNiTmaNiTmaTmaMoMoNiNiTmaTmaNiNiTmaTmaNiTmaNiNiNiNiTmaNiNiTmaTmaNiTmaNiNiNiNiTmaTmaNiTmaNiNiNiTmaTmaTmaNiTmaTma,No
SID2419,TmaNiTmaNiTmaTmaNiTmaTmaTmaNiNiTmaTmaNiTmaTmaTmaMoNiMoNiMoNiTmaNiNiMoTmaNiNiNiTmaTmaTmaNiTmaTmaTmaTmaNiMoMoTmaMoNiNiTmaNiTmaMoNiTmaTmaTmaTmaNiTmaMoTmaTmaMoMoNiNiTmaTmaNiNiTmaTmaTmaTmaNiMoMoNiNiMoMoNiNiNiTmaTmaNiNiTmaTmaNiTmaNiNiNiTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaNiNiNiNiTmaMo,No
SID2420,TmaNiTmaNiTmaMoTmaNiNiTmaMoNiTmaTmaNiTmaTmaNiTmaNiNiTmaNiTmaMoNiNiTmaNiNiNiNiTmaTmaTmaNiNiMoNiTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaMoTmaMoMoTmaTmaTmaNiTmaNiNiMoNiNiNiTmaTmaTmaNiTmaNiNiNiMoNiNiNiTmaTmaNiTmaMoNiTmaNiNiNiTmaTmaTmaTmaMoNiNiNiNiTmaMoTmaTmaTmaNiNiTmaTmaMoMoTmaMoNiTmaTmaTmaNiNi,No
SID2421,NiNiTmaTmaNiTmaMoNiNiTmaNiMoNiTmaTmaNiTmaTmaTmaMoNiTmaTmaTmaNiNiMoNiNiTmaTmaMoNiNiTmaNiTmaNiMoTmaNiTmaNiMoNiNiNiMoNiMoTmaTmaMoMoTmaNiTmaNiNiTmaMoTmaNiNiMoNiTmaTmaMoMoTmaNiTmaNiNiNiTmaNiTmaNiTmaTmaNiTmaTmaTmaTmaNiTmaNiNiNiNiMoTmaNiMoNiTmaNiTmaTmaTmaTmaNiTmaNiNiTmaTmaNiNiNiTmaNi,No
SID2422,TmaTmaNiMoNiTmaTmaTmaTmaNiTmaMoMoTmaNiTmaTmaTmaNiNiTmaNiTmaTmaTmaTmaNiNiNiNiNiTmaMoNiNiTmaNiTmaMoTmaNiTmaTmaNiNiNiNiTmaNiMoNiMoNiTmaNiNiTmaNiNiTmaTmaTmaNiNiNiTmaTmaNiMoNiNiNiNiTmaNiNiNiNiNiMoNiNiNiNiTmaTmaNiNiNiTmaTmaNiMoMoTmaNiNiTmaMoNiTmaNiNiTmaNiNiMoNiNiTmaTmaMoMoNiNi,No
SID2423,NiTmaNiMoTmaNiTmaNiTmaTmaNiNiMoTmaTmaNiNiTmaNiNiTmaNiTmaTmaNiTmaTmaTmaNiNiNiTmaNiTmaMoTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmaNiTmaNiTmaTmaTmaMoNiNiNiTmaMoNiMoTmaTmaNiTmaMoNiNiNiTmaTmaNiTmaNiNiNiTmaNiNiTmaTmaTmaNiNiTmaTmaNiNiNiTmaNiTmaNiNiNiTmaTmaNiMoNiTmaMoNiNiTmaTmaTmaTmaTmaTmaNiNiNiNiTmaNi,No
SID2424,NiMoTmaNiMoNiNiNiTmaNiTmaTmaMoTmaNiTmaTmaTmaTmaNiNiTmaNiTmaTmaNiNiNiTmaNiTmaTmaNiTmaNiTmaTmaNiTmaNiNiTmaTmaNiMoNiNiNiNiMoMoMoNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaNiNiTmaTmaNiTmaMoNiTmaTmaTmaNiNiNiTmaNiTmaNiTmaTmaMoNiTmaNiNiNiNiTmaTmaMoMoTmaNiTmaTmaNiNiNiMoTmaTmaNiNiTmaTmaTmaTmaTmaTmaTma,No
SID2425,TmaNiNiNiTmaTmaTmaTmaNiTmaMoTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiNiNiMoNiTmaNiMoMoNiNiNiMoTmaNiMoNiMoNiTmaNiTmaTmaNiNiTmaMoTmaTmaTmaTmaTmaNiTmaTmaTmaNiNiNiNiTmaNiTmaTmaNiTmaNiMoTmaTmaNiNiNiTmaTmaNiNiTmaTmaNiNiTmaNiTmaTmaTmaTmaNiTmaNiNiNiNiMoNiTmaTmaNiTmaNiNiTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaNiTma,No
SID2426,TmaTmaTmaMoNiMoNiTmaNiNiTmaTmaTmaNiNiTmaTmaNiNiNiNiTmaTmaNiMoNiNiTmaTmaNiTmaNiNiNiTmaMoTmaTmaNiNiTmaTmaMoTmaTmaNiNiTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaNiNiTmaNiTmaTmaNiTmaTmaNiNiNiNiNiNiNiNiNiTmaTmaMoNiNiNiNiTmaNiTmaNiMoMoMoTmaTmaNiTmaTmaTmaTmaMoTmaTmaTmaNiNiNiNiNiNiTmaMoTmaNiNiTmaNiNi,No
SID2427,NiNiNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaNiNiTmaTmaTmaMoNiTmaTmaNiNiMoNiTmaNiNiTmaTmaTmaMoTmaMoNiTmaNiNiNiNiTmaMoNiTmaNiNiNiTmaMoNiTmaTmaTmaTmaNiNiMoTmaNiNiTmaTmaTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaMoNiNiTmaNiTmaNiMoMoNiTmaTmaNiNiTmaTmaTmaNiTmaNiNiTmaNiTmaTmaTmaTmaNiMoTmaNiNiTmaTmaMo,No
SID2428,TmaTmaTmaTmaMoNiNiTmaTmaMoNiNiNiTmaTmaTmaTmaNiTmaMoTmaNiNiTmaTmaNiTmaNiTmaNiNiTmaTmaNiMoTmaMoTmaMoNiNiTmaMoTmaNiNiNiNiTmaNiMoNiNiTmaTmaNiNiMoNiTmaTmaNiTmaTmaMoNiNiNiNiTmaNiNiTmaMoMoNiNiNiTmaMoTmaNiTmaTmaNiNiTmaNiNiTmaNiTmaNiTmaNiMoTmaTmaNiTmaTmaTmaNiNiNiTmaTmaTmaNiTmaTmaTmaTmaNiNi,No
SID2429,TmaMoNiTmaNiNiNiTmaTmaTmaNiTmaMoNiTmaTmaMoNiMoNiNiNiTmaTmaTmaMoNiNiNiTmaMoNiNiNiNiNiTmaMoTmaNiTmaTmaMoTmaTmaNiNiTmaNiTmaMoTmaTmaMoTmaMoNiTmaTmaTmaTmaTmaMoTmaTmaTmaNiNiTmaTmaTmaMoTmaNiTmaMoTmaTmaNiNiNiNiNiNiTmaTmaTmaNiTmaNiTmaTmaNiTmaTmaNiNiTmaMoNiNiNiTmaTmaNiMoTmaTmaNiTmaNiNiTmaNiTma,No
SID2430,MoNiMoNiNiMoTmaTmaTmaTmaNiNiTmaNiTmaTmaNiNiNiTmaTmaNiTmaNiTmaTmaTmaNiNiTmaNiTmaNiTmaTmaNiTmaTmaNiNiTmaTmaTmaTmaNiNiTmaNiNiNiTmaNiTmaTmaTmaTmaNiNiTmaNiNiTmaNiNiNiTmaNiTmaNiTmaMoTmaNiMoTmaTmaNiNiTmaTmaMoNiTmaNiTmaTmaTmaTmaNiMoNiTmaTmaNiNiTmaMoMoTmaTmaNiNiNiNiNiTmaTmaTmaTmaTmaNiNiNiNiNi,No
SID2431,TmaNiTmaNiNiNiTmaNiTmaNiNiTmaMoMoTmaMoNiMoTmaTmaTmaTmaNiTmaTmaTmaNiNiTmaNiTmaNiTmaTmaNiTmaTmaTmaTmaNiNiTmaTmaNiTmaTmaNiTmaTmaTmaTmaTmaTmaNiMoTmaMoTmaNiTmaNiTmaTmaTmaNiNiTmaTmaMoNiNiTmaNiNiNiTmaNiTmaNiNiNiNiNiNiTmaNiTmaTmaNiNiNiNiTmaNiNiNiNiNiTmaNiNiMoTmaTmaMoNiNiNiMoNiNiTmaMoTmaNi,No
SID2432,NiNiTmaTmaTmaNiNiNiTmaTmaTmaTmaMoNiTmaTmaTmaNiTmaTmaTmaTmaMoNiNiNiTmaNiNiTmaTmaTmaNiNiTmaNiTmaNiTmaTmaTmaNiNiNiTmaTmaTmaMoNiTmaTmaMoNiNiNiNiNiNiNiMoTmaTmaTmaMoNiMoNiTmaTmaNiNiNiNiMoNiTmaTmaNiTmaTmaTmaMoNiMoMoNiTmaMoTmaNiTmaTmaNiTmaMoMoTmaNiNiTmaTmaTmaTmaNiTmaMoTmaTmaNiNiNiNiNiTmaTma,No
SID2433,NiTmaNiNiNiNiTmaTmaTmaNiTmaNiNiMoNiNiNiTmaMoTmaNiNiNiNiNiNiTmaNiTmaTmaNiTmaTmaTmaNiMoTmaMoTmaTmaTmaNiTmaTmaNiNiTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaNiNiMoTmaNiTmaNiTmaTmaNiNiNiNiNiTmaNiNiNiTmaNiNiMoTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiNiTmaTmaNiMoNiMoTmaNiTmaNiTmaTmaTmaTmaTmaTmaMoNiMoTmaTmaTmaNi,No
SID2434,NiMoTmaNiTmaTmaTmaMoNiTmaTmaTmaNiNiNiTmaNiTmaNiNiTmaNiTmaNiNiNiNiTmaTmaNiNiTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaNiNiTmaNiTmaTmaTmaNiTmaTmaTmaMoNiNiTmaTmaNiNiNiTmaNiNiNiNiTmaTmaTmaMoMoTmaNiTmaNiNiTmaTmaTmaNiTmaTmaTmaMoTmaNiTmaTmaNiTmaNiNiNiNiTmaNiTmaTmaTmaNiTmaNiNiNiTmaNiNiTmaNiNiMoTmaTmaTmaNi,No
SID2435,NiNiTmaNiTmaNiTmaNiTmaTmaNiTmaMoTmaNiNiNiNiMoNiTmaNiNiNiMoTmaMoNiTmaNiMoNiNiTmaTmaTmaTmaNiNiMoNiNiNiTmaNiTmaMoNiNiTmaNiTmaTmaNiTmaNiNiNiNiTmaNiNiNiNiNiTmaTmaNiTmaMoTmaTmaTmaTmaNiTmaTmaMoNiTmaNiTmaNiNiMoNiTmaTmaTmaTmaTmaTmaMoTmaNiTmaNiNiNiNiTmaTmaMoTmaMoTmaTmaTmaTmaTmaNiNiNiNiTma,No
SID2436,TmaNiNiNiTmaTmaTmaTmaMoMoTmaTmaTmaNiNiTmaTmaMoTmaNiTmaMoNiNiNiNiTmaTmaTmaNiNiNiTmaNiTmaTmaTmaTmaNiTmaNiTmaNiMoNiTmaTmaNiNiTmaNiTmaTmaNiTmaTmaTmaNiNiMoNiTmaNiNiMoTmaTmaNiNiTmaTmaNiTmaTmaNiTmaTmaTmaMoNiNiNiMoNiNiMoTmaNiNiTmaNiNiNiNiTmaTmaNiTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaNiTmaNiTmaTmaNiNi,No
SID2437,NiTmaNiTmaMoNiNiNiTmaNiMoNiNiNiTmaTmaNiMoTmaTmaMoTmaMoMoTmaNiNiNiNiNiTmaTmaNiTmaNiNiTmaNiNiNiTmaTmaNiNiTmaTmaNiTmaNiMoMoMoTmaNiNiNiMoNiNiMoTmaTmaNiNiNiTmaMoTmaNiNiMoTmaTmaTmaMoNiNiTmaNiTmaNiNiNiTmaTmaNiTmaNiTmaTmaNiNiMoTmaTmaTmaNiNiMoNiNiMoNiMoTmaMoTmaMoNiNiNiTmaTmaTmaNi,No
SID2438,NiNiTmaTmaTmaTmaNiTmaMoTmaMoNiNiNiTmaTmaNiTmaTmaNiNiNiNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiNiNiTmaTmaNiMoNiNiTmaNiNiTmaTmaNiNiTmaMoTmaNiMoNiMoTmaNiNiNiTmaTmaNiNiTmaTmaTmaNiTmaTmaNiNiTmaTmaNiTmaMoNiNiTmaTmaTmaTmaNiTmaMoNiTmaNiTmaTmaTmaNiTmaTmaTmaMoNiNiTmaTmaTmaNiNiTmaTmaNiTmaMoTma,No
SID2439,NiTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaNiTmaNiTmaNiTmaNiNiTmaTmaTmaNiMoTmaTmaNiMoTmaNiTmaTmaNiTmaNiNiNiMoMoNiNiTmaTmaNiTmaNiNiNiTmaTmaTmaNiNiNiMoNiTmaTmaNiTmaNiNiTmaTmaNiTmaNiNiTmaTmaNiMoTmaNiTmaNiTmaTmaNiNiNiNiNiTmaTmaNiNiTmaTmaNiNiMoNiTmaTmaMoNiTmaTmaTmaTmaTmaMoTmaTmaNiNiNiTmaTmaTmaNiTmaNi,No
SID2440,NiMoMoTmaMoNiNiMoTmaNiTmaNiTmaMoNiMoNiNiMoTmaNiTmaMoNiNiTmaTmaTmaTmaTmaNiNiTmaMoTmaNiNiMoNiNiTmaTmaMoMoTmaNiNiNiNiTmaTmaNiNiTmaNiMoTmaTmaTmaMoNiTmaMoMoNiNiTmaTmaMoTmaMoTmaNiNiTmaTmaTmaNiTmaTmaTmaNiTmaNiNiTmaNiNiNiNiTmaNiNiNiNiNiNiTmaMoTmaNiTmaMoTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaNi,No
SID2441,TmaNiTmaNiNiNiTmaNiTmaNiNiNiMoTmaTmaTmaTmaTmaNiNiNiNiNiNiNiNiNiTmaTmaTmaMoMoTmaTmaNiTmaTmaNiNiTmaNiTmaTmaTmaNiMoNiNiTmaTmaTmaTmaTmaNiTmaNiNiNiNiTmaTmaNiNiMoTmaTmaNiNiTmaTmaTmaMoNiTmaNiTmaMoTmaNiNiNiNiMoNiTmaTmaTmaNiNiTmaNiNiTmaTmaTmaNiMoTmaMoNiTmaNiTmaTmaNiNiTmaTmaNiNiNiTmaNiNiNi,No
SID2442,NiTmaTmaNiNiNiTmaTmaTmaTmaMoNiNiMoTmaTmaTmaTmaTmaNiNiNiNiTmaTmaTmaTmaNiNiTmaNiNiTmaTmaNiTmaNiNiTmaMoTmaTmaTmaTmaTmaMoTmaNiTmaMoNiMoTmaTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaMoTmaNiTmaNiTmaNiNiNiNiTmaTmaTmaTmaTmaNiMoTmaTmaMoNiTmaNiNiTmaMoTmaMoTmaNiTmaTmaNiTmaTmaNiNiNiMoNiNiTmaNiTmaNiNiNiNiTmaTmaTma,No
SID2443,NiNiTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiTmaMoTmaNiTmaNiMoTmaNiTmaMoNiNiMoNiTmaTmaTmaTmaTmaTmaMoMoTmaNiTmaNiNiTmaTmaNiTmaNiTmaNiTmaNiTmaNiNiNiTmaNiMoMoMoTmaNiTmaTmaNiMoTmaNiTmaNiTmaTmaTmaNiNiNiMoTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaTmaMoTmaTmaTmaTmaNiNiTmaNiTmaTmaMoTmaNiTmaNiNiNiTmaNiTmaMoTmaTma,No
SID2444,TmaTmaTmaTmaNiTmaNiTmaNiNiMoTmaTmaMoTmaNiNiMoTmaNiMoTmaNiNiTmaNiNiNiNiTmaTmaTmaNiNiTmaNiMoNiTmaTmaTmaTmaMoNiNiTmaTmaTmaNiTmaNiTmaNiTmaNiTmaNiTmaTmaNiNiMoNiNiNiTmaNiTmaNiNiMoTmaTmaNiTmaTmaNiTmaTmaTmaTmaMoTmaTmaNiTmaTmaNiNiTmaNiNiTmaTmaTmaTmaNiNiNiTmaNiTmaTmaMoNiNiNiMoNiTmaTmaTmaTmaNiMo,No
SID2445,TmaNiNiTmaTmaNiMoNiTmaTmaNiTmaTmaNiMoNiNiTmaMoMoNiTmaNiMoTmaTmaTmaMoTmaMoNiTmaMoTmaNiTmaNiNiNiTmaTmaNiTmaTmaTmaTmaMoNiTmaTmaTmaTmaTmaNiNiTmaMoNiMoTmaTmaNiTmaTmaNiTmaNiTmaNiTmaNiMoTmaNiNiNiNiNiNiTmaTmaTmaNiNiTmaTmaNiNiMoTmaNiMoNiMoNiNiNiTmaNiMoNiTmaTmaNiNiNiNiNiNiTmaNiTmaNiTmaMo,No
SID2446,NiNiNiTmaNiTmaTmaTmaNiTmaMoTmaTmaNiTmaTmaTmaNiTmaNiTmaNiTmaNiNiTmaMoNiTmaTmaMoTmaNiTmaTmaNiTmaNiNiTmaTmaTmaTmaNiTmaTmaNiNiNiTmaNiTmaMoTmaNiTmaNiTmaTmaNiMoNiTmaNiNiMoTmaTmaTmaNiNiTmaTmaNiTmaTmaNiNiTmaNiNiTmaNiNiNiMoTmaTmaTmaTmaTmaNiNiTmaNiNiMoNiMoNiTmaNiTmaNiNiTmaTmaMoTmaTmaTmaTmaTmaTmaNi,No
SID2447,TmaTmaNiNiNiTmaTmaNiNiTmaNiTmaNiNiNiTmaNiNiTmaMoMoTmaMoTmaTmaTmaTmaMoTmaNiNiTmaNiTmaNiTmaTmaNiNiMoMoNiTmaMoNiNiTmaTmaMoNiTmaNiNiTmaMoNiTmaTmaNiTmaNiMoNiNiTmaNiNiTmaTmaNiTmaNiNiNiTmaNiTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaMoNiTmaTmaMoNiNiNiTmaTmaNiTmaNiNiMoNiTmaNiNiNiNiNiTmaTmaNi,No
SID2448,TmaTmaNiTmaTmaTmaTmaNiNiMoNiTmaTmaNiMoTmaNiTmaTmaNiNiTmaNiTmaTmaNiNiNiMoNiTmaNiNiMoNiNiNiNiNiNiNiMoNiNiTmaNiMoMoTmaTmaNiTmaNiNiNiMoNiMoTmaNiNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaNiNiMoNiNiTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiNiTmaMoTmaTmaTmaTmaNiTmaTmaTmaNiNiNiNiMoNiTmaTmaTmaMoMoNiTmaNiMo,No
SID2449,NiTmaTmaTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaNiNiTmaTmaMoTmaMoTmaNiMoMoTmaNiTmaNiMoNiTmaNiTmaTmaNiNiTmaNiMoNiMoTmaNiNiTmaTmaTmaNiTmaNiNiNiNiNiTmaTmaTmaTmaNiTmaNiNiNiTmaNiTmaTmaNiNiNiNiNiTmaMoTmaTmaNiMoTmaTmaNiTmaTmaNiNiTmaNiNiNiNiTmaTmaTmaTmaNiNiMoNiTmaTmaNiNiTmaNiTmaNiNiMoNiNiTmaTmaMo,No
SID2450,NiNiNiMoTmaNiNiNiTmaTmaNiMoNiTmaTmaTmaTmaNiTmaNiTmaMoTmaNiTmaNiTmaNiTmaNiTmaTmaTmaTmaMoNiMoNiNiTmaTmaTmaNiTmaNiTmaMoTmaNiMoNiNiNiNiNiTmaTmaTmaNiNiNiTmaNiMoNiTmaNiNiNiTmaNiMoTmaMoTmaNiTmaNiTmaTmaNiTmaTmaNiNiMoTmaNiNiNiNiTmaTmaNiMoNiTmaNiNiTmaNiNiTmaNiNiNiMoNiNiTmaMoNiTmaNiMo,No
SID2451,TmaTmaTmaNiNiTmaMoTmaTmaTmaTmaNiTmaTmaMoNiTmaTmaNiNiNiTmaTmaNiTmaNiTmaMoTmaTmaNiNiMoNiMoTmaTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaNiTmaNiNiTmaTmaMoTmaNiNiTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiNiTmaTmaTmaTmaNiTmaNiNiTmaNiMoNiTmaTmaNiNiTmaNiNiNiTmaNiMoTmaNiTmaTmaTmaTmaTmaTmaMoNiNiTmaMoNiNiNi,No
SID2452,NiTmaTmaNiTmaTmaMoNiTmaNiNiTmaTmaMoNiTmaNiNiTmaNiNiMoMoNiTmaTmaNiTmaTmaNiNiNiMoTmaNiTmaTmaTmaTmaMoNiTmaNiMoTmaNiTmaTmaNiTmaTmaTmaNiNiTmaNiNiTmaNiNiTmaMoNiNiTmaNiTmaTmaTmaTmaTmaTmaMoMoTmaNiTmaTmaTmaTmaNiTmaTmaMoNiTmaNiTmaTmaTmaTmaTmaMoTmaMoTmaTmaNiTmaNiNiTmaTmaNiNiTmaTmaNiNiNiNiNiTmaTmaTma,No
SID2453,NiTmaNiTmaNiTmaNiTmaMoTmaNiNiMoMoNiTmaTmaTmaNiTmaTmaNiNiTmaNiTmaTmaTmaNiTmaNiTmaNiTmaNiTmaTmaTmaNiTmaTmaNiNiMoNiNiNiMoMoTmaTmaNiTmaTmaNiNiTmaNiTmaNiMoNiNiNiNiNiNiTmaTmaNiNiMoTmaNiMoTmaTmaTmaNiTmaTmaTmaNiTmaNiMoTmaTmaTmaNiNiNiNiNiTmaTmaMoTmaNiNiNiNiTmaTmaNiNiNiNiNiTmaMoTmaTmaNiTma,No
SID2454,NiTmaTmaNiTmaMoMoNiNiTmaNiTmaNiMoTmaTmaTmaTmaNiNiTmaNiNiTmaNiMoTmaTmaTmaNiNiTmaTmaMoNiNiNiTmaNiNiTmaNiTmaNiNiNiMoMoNiNiTmaNiNiMoNiNiNiMoNiTmaTmaNiTmaMoNiTmaNiMoTmaTmaTmaTmaMoNiTmaTmaNiTmaNiTmaNiTmaNiTmaTmaTmaNiTmaNiNiNiMoTmaTmaNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaMoTmaMoTmaNiTmaTmaNiTmaNi,No
SID2455,TmaNiNiTmaTmaNiNiNiNiTmaTmaTmaTmaMoTmaNiTmaNiNiNiTmaNiTmaTmaNiTmaNiMoTmaTmaTmaTmaNiNiNiTmaNiNiNiTmaMoTmaTmaNiTmaTmaTmaNiTmaMoMoNiTmaTmaTmaTmaTmaTmaTmaNiNiTmaMoNiNiTmaTmaNiTmaTmaNiTmaTmaTmaNiTmaNiNiTmaNiTmaNiNiNiNiTmaTmaNiTmaTmaTmaMoTmaMoNiNiNiMoTmaTmaMoNiNiMoNiNiTmaNiNiTmaMoTmaTmaNiMo,No
SID2456,NiTmaTmaTmaNiTmaMoTmaTmaNiTmaNiNiTmaTmaNiNiNiTmaTmaTmaNiNiTmaNiTmaTmaNiTmaNiTmaNiNiNiNiNiNiNiNiMoNiTmaMoNiTmaTmaNiNiMoTmaMoTmaNiTmaTmaTmaMoTmaNiNiNiTmaNiMoNiNiNiNiNiTmaNiTmaMoTmaTmaNiNiNiTmaNiMoNiNiTmaTmaTmaTmaNiMoMoTmaTmaNiMoMoNiTmaNiTmaNiTmaTmaTmaNiNiTmaNiTmaTmaNiNiTmaTmaNiTma,No
SID2457,NiNiNiTmaNiNiNiTmaTmaTmaTmaTmaMoNiNiNiTmaNiTmaNiNiNiTmaTmaMoMoNiTmaNiNiNiMoTmaNiTmaNiNiTmaTmaTmaTmaMoTmaMoNiNiNiNiNiNiTmaTmaNiTmaNiNiTmaNiNiTmaTmaTmaTmaTmaNiNiTmaNiNiNiTmaMoTmaTmaMoNiNiNiNiTmaNiNiNiNiTmaNiTmaTmaMoNiNiTmaTmaNiNiTmaTmaNiTmaTmaTmaTmaTmaMoTmaNiTmaTmaNiTmaTmaNiMoNiNi,No
SID2458,NiTmaTmaNiNiTmaMoTmaNiNiMoNiTmaNiNiNiNiTmaNiTmaNiMoTmaTmaMoMoTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaNiNiTmaNiNiTmaNiTmaNiTmaNiNiNiTmaTmaTmaTmaNiTmaTmaNiTmaNiNiNiTmaNiNiNiTmaNiNiMoTmaNiTmaNiTmaMoTmaNiTmaNiTmaNiNiNiTmaTmaNiNiTmaTmaTmaTmaMoTmaNiMoNiTmaTmaNiNiNiTmaTmaTmaTmaNiNiNiNiMoTmaTma,No
SID2459,TmaMoNiTmaTmaNiTmaTmaNiTmaTmaNiMoNiTmaNiNiTmaNiTmaNiTmaMoTmaTmaTmaNiTmaNiNiMoNiNiTmaTmaNiTmaTmaTmaTmaTmaNiMoTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaNiTmaMoTmaNiTmaNiNiTmaNiNiNiNiNiNiNiTmaNiNiNiNiNiNiNiNiTmaTmaTmaNiNiNiTmaNiTmaTmaNiNiTmaNiNiTmaTmaTmaTmaNiNiMoNiMoNiNiNiTmaTmaNiTmaTmaMoTmaTmaTma,No
SID2460,MoNiTmaNiMoTmaNiTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaMoMoTmaNiTmaTmaNiTmaNiTmaNiNiTmaNiNiNiNiTmaTmaNiNiNiNiMoMoNiNiNiMoTmaTmaMoTmaTmaNiMoNiMoNiTmaNiNiTmaNiMoTmaNiTmaTmaTmaTmaNiMoTmaNiTmaNiNiNiNiNiTmaMoNiTmaTmaNiNiTmaNiNiTmaTmaMoNiNiMoNiTmaNiNiTmaNiTmaTmaTmaTmaTmaNiNiTmaMoTmaTmaTmaMoNi,No
SID2461,NiTmaNiTmaTmaTmaTmaTmaNiNiNiNiNiTmaTmaNiTmaMoTmaMoTmaNiTmaNiTmaNiTmaNiTmaTmaNiNiNiNiTmaTmaMoNiNiNiNiTmaMoMoTmaNiTmaTmaTmaTmaNiTmaNiTmaTmaMoNiNiTmaTmaTmaNiNiNiMoTmaTmaTmaTmaNiMoTmaTmaNiMoNiTmaNiTmaNiTmaNiTmaTmaTmaTmaNiNiNiNiTmaNiTmaNiNiTmaMoNiTmaTmaTmaTmaNiNiMoNiNiNiTmaMoTmaNiTmaNiTma,No
SID2462,TmaNiTmaNiTmaMoNiNiNiMoNiNiNiTmaTmaNiTmaMoTmaNiMoMoTmaNiNiNiTmaNiNiTmaMoTmaNiTmaTmaNiTmaNiNiNiTmaNiTmaMoNiNiNiNiNiNiTmaTmaTmaNiNiTmaNiTmaTmaNiTmaNiNiTmaNiNiNiNiTmaTmaTmaNiTmaTmaTmaNiTmaNiTmaMoNiNiTmaNiNiNiNiNiTmaTmaNiTmaNiTmaTmaNiTmaNiTmaNiMoTmaNiNiTmaNiNiMoNiTmaTmaNiMoTmaMo,No
SID2463,TmaTmaNiNiNiNiNiNiTmaNiNiMoNiMoNiNiNiTmaNiNiNiMoNiNiMoTmaNiNiTmaNiTmaTmaTmaTmaMoTmaTmaNiTmaTmaNiNiTmaNiNiNiTmaNiTmaNiNiTmaNiTmaNiTmaNiTmaTmaMoNiMoTmaTmaTmaTmaTmaMoNiTmaTmaTmaNiMoTmaNiTmaTmaNiTmaNiTmaMoTmaMoMoNiNiTmaTmaMoMoTmaNiNiNiNiNiNiNiNiMoTmaTmaTmaMoNiNiNiTmaMoNiNiNiTma,No
SID2464,TmaNiNiNiNiNiNiNiNiTmaNiTmaNiMoMoTmaNiNiNiNiTmaTmaTmaNiMoNiTmaTmaTmaTmaTmaNiNiNiNiTmaNiNiNiTmaNiTmaMoTmaTmaNiNiTmaNiTmaNiTmaMoTmaNiNiNiNiNiTmaNiMoTmaNiNiNiNiMoTmaTmaNiNiTmaTmaTmaTmaNiNiNiTmaMoTmaNiTmaMoNiNiTmaTmaTmaNiNiTmaNiNiTmaTmaNiNiTmaNiMoTmaNiTmaNiTmaTmaNiNiTmaMoTmaNiTma,No
