sample_ID,poly_ID,MIC_ecoli,sequence,seq_mon_mol_dist
22,32,4.848484848484849,MepPheTmaPheTmaMepTmaMepTmaTmaTmaOlamTmaTmaTmaTmaOlamOlamPheTmaTmaTmaTmaPheTmaMepTmaTmaTmaTmaPheTmaTmaOlamTmaTmaPheTmaTmaPheTmaTmaTmaOlamTmaTmaTmaMepTmaOlamTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaPheTma,[0.69949417 0.05047005 0.1141283  0.13590748]
23,32,4.848484848484849,PheTmaTmaTmaTmaPheTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaOlamPheTmaOlamMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaTmaOlamTmaTmaTmaTmaOlamTmaTmaOlamTmaOlamOlam,[0.74884326 0.00960546 0.06911193 0.17243936]
24,32,4.848484848484849,TmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaPhePheTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaTmaOlamTmaPhePheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTma,[0.81669105 0.01028528 0.12686276 0.04616091]
25,32,4.848484848484849,TmaTmaTmaTmaTmaPheTmaTmaOlamTmaPheTmaOlamTmaTmaPheTmaPheOlamPheMepTmaTmaTmaPhePheTmaPheMepPheTmaPheTmaTmaTmaTmaPheTmaOlamTmaTmaTmaTmaTmaTmaTmaOlamPheTmaTmaOlamTmaOlamPheTmaTmaTmaTmaPheTmaOlamTmaTmaTmaTmaTmaTmaTmaPhePhe,[0.63573202 0.02001577 0.16458839 0.17966382]
26,32,4.848484848484849,TmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaOlamTmaTmaTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaOlamTmaOlamTmaTmaTmaTmaPheTmaTmaTmaPhe,[0.7838933  0.01024476 0.13689331 0.06896863]
27,32,4.848484848484849,PheTmaTmaTmaTmaTmaOlamTmaMepTmaOlamTmaTmaPheOlamTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaOlamTmaPheOlamTmaMepTmaTmaOlamTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTma,[0.74904376 0.01921606 0.05925466 0.17248553]
28,32,4.848484848484849,TmaMepTmaPheTmaPheTmaTmaPheTmaOlamOlamTmaTmaTmaTmaTmaTmaMepPheMepTmaTmaTmaTmaPheMepTmaTmaPheTmaTmaTmaTmaTmaOlamOlamTmaTmaTmaTmaTmaTmaOlamMepTmaTmaOlamTmaTmaTmaTmaTmaOlamTmaMepTmaPheTmaTmaOlamTmaTmaTmaPheTmaOlamPheTmaPhe,[0.64043477 0.05914724 0.10132584 0.19909215]
29,32,4.848484848484849,PheTmaOlamTmaTmaTmaTmaTmaOlamOlamTmaOlamPheOlamTmaTmaTmaTmaOlamMepTmaTmaPheTmaPheTmaTmaTmaMepTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.75606491 0.02964322 0.08125143 0.13304045]
30,32,4.848484848484849,TmaTmaPheTmaMepPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaMepTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaPheOlamPheTmaTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaMepTmaTmaTmaTmaTmaTmaTmaPheTmaTma,[0.80439702 0.03153819 0.14047393 0.02359086]
31,32,4.848484848484849,TmaTmaTmaTmaTmaTmaOlamTmaPheTmaOlamTmaTmaTmaTmaPheTmaTmaTmaTmaTmaMepPheTmaPhePheTmaPheOlamPheTmaTmaTmaOlamTmaTmaOlamTmaTmaPheTmaTmaTmaTmaPhePheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaOlamTmaOlamTmaPhe,[0.70171772 0.00991944 0.13254627 0.15581657]
32,32,4.848484848484849,OlamTmaTmaTmaTmaTmaTmaMepOlamPhePhePheTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaOlamTmaTmaTmaTmaPheTmaTmaTmaPhePheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaOlam,[0.75564876 0.00987563 0.10150838 0.13296722]
33,32,4.848484848484849,OlamTmaTmaTmaTmaOlamTmaTmaOlamOlamOlamTmaTmaTmaMepTmaTmaTmaOlamTmaPheTmaTmaMepTmaTmaTmaOlamTmaOlamTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaPhePheTmaTmaTmaTmaPheTmaTmaTmaTmaOlamTmaMepTmaMepTmaTmaPhe,[0.67775131 0.03832262 0.06893347 0.21499261]
34,32,4.848484848484849,TmaTmaTmaPhePheTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaOlamPheTmaOlamTmaTmaTmaTmaTmaOlamTmaTmaTmaMepPheTmaTmaPheTmaTmaTmaTmaPhePheTmaPheTmaTmaPheTmaTmaTmaTmaPheMepPheOlamTmaTmaTmaPheTmaTmaOlamOlamOlamPheTmaPhePheOlamTmaTma,[0.62387995 0.02009942 0.17560598 0.18041465]
35,32,4.848484848484849,TmaTmaPhePhePheTmaTmaOlamTmaTmaTmaTmaPheMepMepTmaOlamTmaTmaTmaMepTmaTmaPhePhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamOlamTmaTmaPheOlamTmaOlamTmaTmaMepOlamOlamPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheOlamTmaMepTmaTmaPhe,[0.62860705 0.04947861 0.12205782 0.19985652]
36,32,4.848484848484849,TmaTmaTmaTmaOlamOlamTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamPheTmaTmaTmaPheTmaTmaTmaPheTmaTmaPheOlamTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.79653573 0.11342089 0.09004338]
37,32,4.848484848484849,TmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaPheTmaTmaTmaPheOlamOlamPheOlamTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaOlamTmaTmaTmaTmaOlamPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaPheOlamTmaTmaTmaTmaTmaTmaTmaPhe,[0.72438324 0.00983828 0.11123686 0.15454163]
38,32,4.848484848484849,TmaTmaTmaTmaOlamTmaTmaTmaOlamTmaMepOlamOlamTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaOlamTmaOlamPheTmaOlamTmaPhePheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaOlamTmaMepTmaTmaTmaTmaTma,[0.72730791 0.02906411 0.0697061  0.17392187]
39,32,4.848484848484849,TmaTmaOlamTmaTmaPheTmaOlamTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheMepTmaPheTmaTmaPheTmaMepTmaTmaTmaTmaPheTmaTmaTmaPheOlamTmaTmaTmaTmaTmaTmaPheOlamTmaTma,[0.77490225 0.04050904 0.09368528 0.09090343]
40,32,4.848484848484849,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaOlamPheTmaTmaTmaTmaOlamTmaTmaPheTmaTmaTmaTmaPheTmaTmaOlamOlamTmaTmaPheOlamMepTmaPheMepTmaPheTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaOlamTmaPheTmaTma,[0.73577837 0.01960174 0.0906659  0.15395399]
41,32,4.848484848484849,TmaMepTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaOlamTmaTmaOlamPheTmaMepTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaOlamOlamPheTmaTmaTma,[0.78758777 0.02975626 0.07136613 0.11128984]
42,32,4.848484848484849,OlamTmaPheTmaOlamTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamPheTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaPheMepTmaTmaTma,[0.81935199 0.02987018 0.06140514 0.0893727 ]
43,32,4.848484848484849,TmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaMepTmaTmaTmaTmaOlamMepTmaTmaMepTmaTmaPheTmaOlamPheTmaTmaTmaTmaTmaTmaTmaOlamTmaPhePhePhePheTmaTmaTmaTmaTmaPheOlamTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaOlamTmaPheMepTma,[0.71088307 0.04019601 0.11361942 0.13530149]
44,32,4.848484848484849,TmaTmaPheMepMepTmaPheTmaMepPheTmaTmaPheTmaTmaPheTmaPheTmaOlamPhePheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaOlamOlamTmaTmaTmaTmaTmaPheTmaMepTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMepOlamTmaTma,[0.69318693 0.05218953 0.1609317  0.09369184]
45,32,4.848484848484849,TmaPhePhePheOlamTmaMepTmaPheOlamTmaPheTmaOlamTmaOlamTmaTmaTmaTmaPheTmaTmaPheTmaTmaOlamPheTmaTmaTmaPheTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaOlamTmaTmaTmaTmaPheTmaTmaTmaTmaPhePhePhePheTmaPheTma,[0.65524594 0.01008585 0.17623759 0.15843061]
46,32,4.848484848484849,PheTmaTmaTmaPheTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaPheTmaOlamPheMepPhePheTmaTmaOlamTmaPheTmaOlamPheTmaTmaPhePheMepTmaPheTmaPheOlamTmaPheTmaTmaOlamTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaPheTmaTma,[0.65543016 0.02017738 0.16591731 0.15847515]
47,32,4.848484848484849,TmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheOlamTmaPheTmaTmaPheTmaPheTmaTmaTmaPheTmaTmaTmaTmaTmaTmaOlamOlamTmaTmaTmaTmaTmaTmaTmaMepPhePheTma,[0.77777565 0.00979518 0.08054516 0.13188401]
48,32,4.848484848484849,TmaPhePheTmaTmaTmaTmaTmaOlamTmaTmaPheTmaPheTmaTmaMepTmaTmaPheTmaTmaTmaTmaTmaTmaTmaOlamTmaPheTmaOlamTmaTmaPheTmaPheTmaTmaTmaTmaTmaPhePheTmaTmaPheTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaPheTmaTmaPheOlamTma,[0.72176842 0.00999882 0.13360694 0.13462582]
49,32,4.848484848484849,TmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheOlamTmaTmaTmaOlamTmaTmaPheTmaOlamTmaOlamTmaOlamTmaTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaOlamTmaTmaTmaTmaPhePheTmaOlamTmaPheTmaTmaPheTmaTmaMepPheMepOlamTmaPheTma,[0.68235713 0.02954015 0.11133225 0.17677047]
50,32,4.848484848484849,TmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaPheTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaMepTmaPhePheTmaTmaTmaTmaPheOlamTmaTmaTmaPheTmaTmaTmaOlamTmaTmaTmaTmaOlamTmaTmaOlamPheTmaPhePheTmaTmaTma,[0.75374685 0.02008043 0.11352007 0.11265265]
51,32,4.848484848484849,TmaTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPhePheMepTmaTmaTmaPheTmaTmaTmaTmaTmaOlamPheTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaPheTmaTmaOlamOlamPheTmaTmaTmaTma,[0.79574806 0.03062132 0.10491549 0.06871512]
52,32,4.848484848484849,TmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaOlamOlamTmaTmaMepTmaTmaTmaTmaPheTmaPheTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaOlamTmaTmaTmaTmaTmaTmaMepTmaTmaPheTmaPheTma,[0.79698131 0.02007411 0.09285082 0.09009375]
53,32,4.848484848484849,TmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaOlamTmaMepTmaTmaOlamTmaMepTmaOlamTmaPheTmaTmaOlamTmaTmaMepTmaOlamTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaOlamPheTmaTmaTmaTmaMepTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMep,[0.73658308 0.05886952 0.05042503 0.15412237]
54,32,4.848484848484849,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaMepTmaTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaPheTmaOlamMepOlamTmaPhePhePheTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaOlam,[0.78737014 0.01983203 0.08153875 0.11125909]
55,32,4.848484848484849,TmaTmaTmaTmaOlamTmaPhePheTmaTmaOlamTmaTmaTmaOlamPheTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaOlamTmaTmaPheTmaTmaMepPheTmaTmaTmaTmaTmaTmaMepTmaTmaMepTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTma,[0.75606491 0.02964322 0.08125143 0.13304045]
56,32,4.848484848484849,TmaMepOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaPheMepTmaTmaPhePheTmaTmaTmaTmaOlamPheTmaTmaTmaTmaOlamTmaTmaPheTmaPheTmaTmaTmaTmaTmaPheTmaPheMepTmaTmaTmaTmaPheTmaTmaTmaPheTmaTmaPheTmaMepOlamOlamOlamTmaTmaPhePheTmaOlamTmaTmaTmaMep,[0.65598343 0.05048603 0.13492161 0.15860893]
57,32,4.848484848484849,TmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPhePheOlamOlamTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTma,[0.84114222 0.04990522 0.10895256]
58,32,4.848484848484849,TmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaOlamTmaTmaTmaTmaOlamTmaTmaTmaTmaPheTmaPhePheTmaOlamTmaOlamMepTma,[0.78870445 0.00975545 0.07019111 0.13134899]
59,32,4.848484848484849,PheTmaPheTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaMepTmaPheTmaPhePheTmaTmaTmaTmaOlamMepTmaTmaTmaTmaTmaPheTmaTmaTmaOlamTmaTmaMepTmaPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaOlamPheTma,[0.76349678 0.04068035 0.10453499 0.09128788]
60,32,4.848484848484849,TmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaMepTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaPheMepTmaPheTmaTmaTmaPheTmaPhePheTmaTmaTmaTmaTmaTmaTmaOlamPheTmaTmaTmaTmaTma,[0.79552178 0.02040841 0.11537423 0.06869558]
61,32,4.848484848484849,OlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaPhePheTmaTmaTmaMepPheTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaPheTmaPheTmaMepPheMepOlamTmaOlamTmaPheOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamPheTma,[0.71348986 0.02965241 0.10159577 0.15526197]
62,32,4.848484848484849,TmaTmaOlamTmaTmaOlamTmaMepOlamTmaPheTmaMepPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaMepPheOlamTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamMepTmaTmaTma,[0.76568784 0.05003418 0.07199987 0.11227812]
63,32,4.848484848484849,TmaTmaTmaTmaMepTmaTmaOlamTmaTmaTmaTmaPheTmaTmaPheTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaPheTmaOlamTmaTmaTmaPheTmaTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTma,[0.80660163 0.01015821 0.1148542  0.06838595]
64,32,4.848484848484849,TmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaOlamTmaTmaOlamTmaPheTmaTmaTmaTmaTmaMepTmaOlamPheTmaTmaTmaTmaTmaPheTmaPheTmaOlamTmaTmaOlamTmaTmaTmaTmaTmaPheOlamTmaTmaPhePheTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaMepTmaTmaTmaTma,[0.71620659 0.02918168 0.07998636 0.17462538]
65,32,4.848484848484849,MepTmaTmaTmaTmaTmaTmaTmaPheTmaTmaOlamTmaTmaPheTmaPheMepOlamTmaTmaOlamTmaTmaTmaTmaMepTmaTmaPheTmaTmaTmaPheTmaOlamPheTmaMepOlamTmaTmaTmaTmaPheTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.7314786  0.05066669 0.10415723 0.11369749]
66,32,4.848484848484849,MepPheTmaTmaTmaTmaTmaPheTmaTmaTmaPheOlamTmaTmaTmaOlamTmaTmaTmaTmaMepTmaTmaPheMepMepTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaOlamTmaPhePhePheTmaOlamTmaOlamTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaTmaOlamTmaPheTmaTmaOlamTmaTmaOlamTmaTma,[0.67107332 0.0395597  0.1118208  0.17754618]
67,32,4.848484848484849,TmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaOlamTmaPheTmaTmaOlamTmaPhePhePhePheTmaTmaTmaTmaTmaMepOlamTmaTmaTmaOlamTmaTmaTmaTmaOlamTmaOlamTmaTmaTmaTmaOlamTmaTmaMepOlamTmaTmaOlamPheTmaPheOlamPheTmaTmaTmaTma,[0.66639667 0.0288492  0.08895941 0.21579472]
68,32,4.848484848484849,TmaTmaTmaMepTmaTmaPhePhePheTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaOlamTmaPhePheTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaMepOlamMepPheTmaTmaOlamTmaTmaTmaTmaMepOlamTmaMepTmaTmaTma,[0.72277538 0.06007662 0.08233436 0.13481364]
69,32,4.848484848484849,PheTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaMepTmaTmaMepTmaMepTmaTmaPhePheTmaTmaTmaTmaTmaOlamTmaTmaOlamTmaTmaPheTmaTmaTmaTmaTmaTmaMepMepTmaOlamPhePheOlamTmaTmaTmaTmaPheOlam,[0.72257376 0.05004988 0.09260032 0.13477603]
70,32,4.848484848484849,TmaMepMepTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaPheTmaTmaTmaMepPheTmaTmaTmaTmaPheOlamTmaTmaMepOlamPheTmaTmaTmaTmaTmaTmaTmaMepTmaOlamOlamPheTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTma,[0.74339546 0.07067546 0.07264497 0.1132841 ]
71,32,4.848484848484849,TmaTmaTmaTmaTmaTmaPhePheTmaMepOlamTmaTmaTmaTmaTmaPheTmaPheOlamTmaOlamTmaTmaTmaTmaOlamOlamTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaMepTmaOlamTmaPheTmaTmaOlamTmaOlamTmaTmaTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaPheTmaTmaTmaTmaTmaTmaTma,[0.70482325 0.01952815 0.1003617  0.17528689]
72,32,4.848484848484849,TmaTmaPheTmaTmaTmaTmaTmaMepOlamTmaTmaMepTmaTmaPheTmaTmaPhePheTmaTmaTmaPheTmaOlamTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaOlamOlamPhePheMepTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTma,[0.75178047 0.03063113 0.1259389  0.0916495 ]
73,32,4.848484848484849,TmaTmaPheTmaTmaTmaTmaOlamTmaTmaOlamPheTmaTmaPheTmaTmaTmaTmaPheTmaTmaTmaTmaOlamPheTmaTmaTmaTmaTmaTmaPheTmaOlamPheTmaPheTmaTmaTmaPheOlamTmaTmaTmaTmaTmaOlamTmaTmaOlamPheTmaTmaPheTmaPheTmaTmaOlamPheTmaTmaTmaOlamTmaTmaTmaOlam,[0.65460483 0.12890878 0.21648638]
74,32,4.848484848484849,OlamTmaTmaTmaTmaTmaTmaTmaTmaPhePheTmaOlamTmaTmaPheTmaTmaTmaTmaTmaTmaPheTmaTmaTmaPheTmaOlamTmaTmaPheTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaPheTmaPheOlamMepPheTmaTmaTmaTmaTmaOlamPheTmaTmaMepTmaTmaPhePhePhePheTmaTmaTma,[0.69890439 0.020171   0.14513173 0.13579289]
75,32,4.848484848484849,TmaPheTmaTmaPheTmaTmaMepTmaTmaTmaTmaOlamTmaTmaTmaTmaTmaPhePheTmaPheTmaTmaPhePheTmaOlamTmaPheTmaPheTmaTmaPheMepTmaTmaTmaPheTmaOlamPheTmaMepTmaTmaTmaPheOlamTmaTmaPheTmaTmaPheOlamTmaTmaTmaTmaPheTmaTmaOlamTmaTmaTmaTmaTma,[0.66376077 0.03065076 0.16802614 0.13756234]
76,32,4.848484848484849,PheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepPheTmaTmaPhePhePheTmaTmaTmaTmaTmaTmaTmaPheTmaPhePheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepPhePheTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaTmaOlamTmaOlamTmaTmaTma,[0.79574806 0.03062132 0.10491549 0.06871512]
77,32,4.848484848484849,PheOlamPheTmaTmaTmaMepTmaMepTmaTmaTmaTmaTmaPheTmaTmaPheTmaTmaTmaPheTmaPheTmaOlamTmaPheTmaTmaMepTmaTmaTmaTmaTmaTmaTmaPhePheTmaPheTmaTmaOlamTmaTmaMepMepTmaPheTmaTmaTmaTmaOlamTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTma,[0.7198825  0.05088109 0.11505779 0.11417862]
78,32,4.848484848484849,TmaPheTmaOlamTmaTmaTmaTmaPheTmaOlamOlamTmaTmaTmaPhePheTmaPheOlamTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaPhePheMepMepOlamPhePhePheOlamOlamMepTmaPheTmaTmaTmaTmaTmaTmaTmaTmaPheTmaPheTmaOlamTmaOlamTmaOlamPheOlamTmaTmaOlamTmaTmaTmaTma,[0.56014834 0.02909948 0.14955196 0.26120022]
79,32,4.848484848484849,PheTmaTmaTmaTmaTmaTmaOlamPhePheTmaPheTmaTmaTmaTmaMepTmaPheTmaTmaTmaMepTmaTmaTmaPheTmaTmaTmaTmaTmaPhePheOlamTmaOlamPheTmaTmaTmaTmaOlamTmaTmaOlamTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaPheTmaTmaTmaTmaTmaPheMepOlam,[0.71088307 0.04019601 0.11361942 0.13530149]
80,32,4.848484848484849,TmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaPheMepTmaTmaTmaTmaTmaTmaTmaOlamTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaOlamOlamTmaPheOlamTmaTmaTmaPheTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaTmaTma,[0.84090448 0.01974447 0.05073673 0.08861432]
